weight,dob,height,player,link,team,color,position
85,14-03-1983,185,Scott Thompson,http://stats.rleague.com/afl/stats/players/S/Scott_Thompson0.html,adelaide,#ce9a76,Midfielder
80,06-02-1987,180,Richard Douglas,http://stats.rleague.com/afl/stats/players/R/Richard_Douglas.html,adelaide,#d9ac84,Midfielder
85,17-03-1990,183,Rory Sloane,http://stats.rleague.com/afl/stats/players/R/Rory_Sloane.html,adelaide,#eac7a8,Midfielder
92,05-04-1990,185,Patrick Dangerfield,http://stats.rleague.com/afl/stats/players/P/Patrick_Dangerfield.html,adelaide,#e7c2a4,Midfielder
87,02-10-1985,186,Bernie Vince,http://stats.rleague.com/afl/stats/players/B/Bernie_Vince.html,adelaide,#f5b08c,Midfielder
84,14-01-1992,189,Brodie Smith,http://stats.rleague.com/afl/stats/players/B/Brodie_Smith.html,adelaide,#d9ae89,Defender
84,14-01-1994,185,Brad Crouch,http://stats.rleague.com/afl/stats/players/B/Brad_Crouch.html,adelaide,#f0ae8d,Midfielder
76,29-12-1993,178,Rory Laird,http://stats.rleague.com/afl/stats/players/R/Rory_Laird.html,adelaide,#e8c2a4,Defender
84,06-06-1986,184,Nathan van Berlo,http://stats.rleague.com/afl/stats/players/N/Nathan_van_Berlo.html,adelaide,#d5a880,Midfielder
78,25-07-1988,181,David Mackay,http://stats.rleague.com/afl/stats/players/D/David_Mackay.html,adelaide,#e8c1a2,Midfielder
92,15-05-1989,192,Andy Otten,http://stats.rleague.com/afl/stats/players/A/Andy_Otten.html,adelaide,#dbb290,null
79,22-09-1992,181,Luke Brown,http://stats.rleague.com/afl/stats/players/L/Luke_Brown1.html,adelaide,#d9a87d,Defender
85,15-09-1990,192,Tom Lynch,http://stats.rleague.com/afl/stats/players/T/Tom_Lynch0.html,adelaide,#e0b799,Forward
81,14-12-1989,178,Matthew Wright,http://stats.rleague.com/afl/stats/players/M/Matthew_Wright.html,adelaide,#e4c1a2,Midfielder
101,28-05-1983,190,Ben Rutten,http://stats.rleague.com/afl/stats/players/B/Ben_Rutten.html,adelaide,#eca077,Defender
91,11-09-1988,189,Ricky Henderson,http://stats.rleague.com/afl/stats/players/R/Ricky_Henderson.html,adelaide,#ddb596,Defender
105,10-04-1988,203,Sam Jacobs,http://stats.rleague.com/afl/stats/players/S/Sam_Jacobs.html,adelaide,#dfb690,Ruck
95,02-10-1991,196,Daniel Talia,http://stats.rleague.com/afl/stats/players/D/Daniel_Talia.html,adelaide,#cda283,Defender
85,27-11-1984,177,Jason Porplyzia,http://stats.rleague.com/afl/stats/players/J/Jason_Porplyzia.html,adelaide,#ddb38e,Forward
103,08-02-1989,199,Josh Jenkins,http://stats.rleague.com/afl/stats/players/J/Josh_Jenkins.html,adelaide,#d7ab89,Forward
86,12-11-1983,183,Brent Reilly,http://stats.rleague.com/afl/stats/players/B/Brent_Reilly.html,adelaide,#dbb18e,Defender
86,26-04-1993,188,Sam Kerridge,http://stats.rleague.com/afl/stats/players/S/Sam_Kerridge.html,adelaide,#e3bd9b,Midfielder
78,22-07-1992,184,Jarryd Lyons,http://stats.rleague.com/afl/stats/players/J/Jarryd_Lyons.html,adelaide,#f2a579,Midfielder
83,18-09-1989,180,Matthew Jaensch,http://stats.rleague.com/afl/stats/players/M/Matthew_Jaensch.html,adelaide,#deb392,Defender
82,22-12-1989,178,Jared Petrenko,http://stats.rleague.com/afl/stats/players/J/Jared_Petrenko.html,adelaide,#c39667,Forward
99,01-09-1990,196,Shaun McKernan,http://stats.rleague.com/afl/stats/players/S/Shaun_McKernan.html,adelaide,#e3bea1,Forward
82,02-01-1993,182,Mitch Grigg,http://stats.rleague.com/afl/stats/players/M/Mitch_Grigg.html,adelaide,null
80,12-09-1986,180,Richard Tambling,http://stats.rleague.com/afl/stats/players/R/Richard_Tambling.html,adelaide,#af7e53,Defender
70,20-12-1982,171,Ian Callinan,http://stats.rleague.com/afl/stats/players/I/Ian_Callinan.html,adelaide,#e0bb9d,Forward
91,03-03-1991,192,Lewis Johnston,http://stats.rleague.com/afl/stats/players/L/Lewis_Johnston.html,adelaide,#d7a67b,Forward
100,25-04-1990,192,Taylor Walker,http://stats.rleague.com/afl/stats/players/T/Taylor_Walker.html,adelaide,#d1a987,Forward
94,07-11-1991,195,Kyle Hartigan,http://stats.rleague.com/afl/stats/players/K/Kyle_Hartigan.html,adelaide,#d5ab88,Defender
86,15-04-1991,194,Sam Shaw,http://stats.rleague.com/afl/stats/players/S/Sam_Shaw.html,adelaide,#e0b895,Defender
87,21-10-1982,178,Graham Johncock,http://stats.rleague.com/afl/stats/players/G/Graham_Johncock.html,adelaide,#c59464,Forward
83,06-11-1988,180,Brodie Martin,http://stats.rleague.com/afl/stats/players/B/Brodie_Martin.html,adelaide,#d6aa83,Defender
86,13-12-1991,183,Aidan Riley,http://stats.rleague.com/afl/stats/players/A/Aidan_Riley.html,adelaide,#e1b99a,Midfielder
85,22-02-1990,185,Tom Rockliff,http://stats.rleague.com/afl/stats/players/T/Tom_Rockliff.html,brisbanelions,Midfielder
84,09-12-1990,189,Jack Redden,http://stats.rleague.com/afl/stats/players/J/Jack_Redden.html,brisbanelions,Midfielder
83,15-11-1985,184,Jed Adcock,http://stats.rleague.com/afl/stats/players/J/Jed_Adcock.html,brisbanelions,Defender
85,15-11-1988,185,Pearce Hanley,http://stats.rleague.com/afl/stats/players/P/Pearce_Hanley.html,brisbanelions,Defender
82,03-10-1991,183,Mitch Golby,http://stats.rleague.com/afl/stats/players/M/Mitch_Golby.html,brisbanelions,Defender
76,09-02-1989,175,Dayne Zorko,http://stats.rleague.com/afl/stats/players/D/Dayne_Zorko.html,brisbanelions,Midfielder
88,28-01-1984,182,Brent Moloney,http://stats.rleague.com/afl/stats/players/B/Brent_Moloney.html,brisbanelions,Midfielder
88,07-12-1984,189,Joel Patfull,http://stats.rleague.com/afl/stats/players/J/Joel_Patfull.html,brisbanelions,Defender
84,20-05-1994,187,Sam Mayes,http://stats.rleague.com/afl/stats/players/S/Sam_Mayes.html,brisbanelions,Midfielder
83,07-06-1990,183,Daniel Rich,http://stats.rleague.com/afl/stats/players/D/Daniel_Rich.html,brisbanelions,Midfielder
76,01-10-1993,189,Elliot Yeo,http://stats.rleague.com/afl/stats/players/E/Elliot_Yeo.html,brisbanelions,Defender
104,07-06-1988,204,Matthew Leuenberger,http://stats.rleague.com/afl/stats/players/M/Matthew_Leuenberger.html,brisbanelions,Ruck
87,26-08-1992,191,Ryan Lester,http://stats.rleague.com/afl/stats/players/R/Ryan_Lester.html,brisbanelions,Defender
82,08-03-1986,183,Andrew Raines,http://stats.rleague.com/afl/stats/players/A/Andrew_Raines.html,brisbanelions,Midfielder
83,10-10-1989,183,Rohan Bewick,http://stats.rleague.com/afl/stats/players/R/Rohan_Bewick.html,brisbanelions,Forward
83,08-07-1991,184,Ryan Harwood,http://stats.rleague.com/afl/stats/players/R/Ryan_Harwood.html,brisbanelions,Defender
103,12-12-1984,195,Daniel Merrett,http://stats.rleague.com/afl/stats/players/D/Daniel_Merrett.html,brisbanelions,Defender
86,20-05-1983,183,Ashley McGrath,http://stats.rleague.com/afl/stats/players/A/Ashley_McGrath.html,brisbanelions,Forward
100,23-05-1984,196,Brent Staker,http://stats.rleague.com/afl/stats/players/B/Brent_Staker.html,brisbanelions,Defender
102,29-10-1981,194,Jonathan Brown,http://stats.rleague.com/afl/stats/players/J/Jonathan_Brown.html,brisbanelions,Forward
81,03-04-1979,186,Simon Black,http://stats.rleague.com/afl/stats/players/S/Simon_Black.html,brisbanelions,Midfielder
76,24-08-1992,177,Josh Green,http://stats.rleague.com/afl/stats/players/J/Josh_Green.html,brisbanelions,Forward
84,17-10-1993,184,Sam Docherty,http://stats.rleague.com/afl/stats/players/S/Sam_Docherty.html,brisbanelions,Defender
87,21-01-1989,184,James Polkinghorne,http://stats.rleague.com/afl/stats/players/J/James_Polkinghorne.html,brisbanelions,Midfielder
100,30-05-1984,192,Matt Maguire,http://stats.rleague.com/afl/stats/players/M/Matt_Maguire.html,brisbanelions,Defender
88,18-11-1993,195,Justin Clarke,http://stats.rleague.com/afl/stats/players/J/Justin_Clarke.html,brisbanelions,Defender
95,12-06-1990,196,Jordan Lisle,http://stats.rleague.com/afl/stats/players/J/Jordan_Lisle.html,brisbanelions,Forward
86,03-09-1994,194,Marco Paparone,http://stats.rleague.com/afl/stats/players/M/Marco_Paparone.html,brisbanelions,Forward
88,23-04-1992,190,Patrick Karnezis,http://stats.rleague.com/afl/stats/players/P/Patrick_Karnezis.html,brisbanelions,Midfielder
104,17-11-1986,198,Stefan Martin,http://stats.rleague.com/afl/stats/players/S/Stefan_Martin.html,brisbanelions,Forward
95,16-02-1989,196,Niall McKeever,http://stats.rleague.com/afl/stats/players/N/Niall_McKeever.html,brisbanelions,Defender
98,12-05-1993,201,Billy Longer,http://stats.rleague.com/afl/stats/players/B/Billy_Longer.html,brisbanelions,Ruck
71,13-02-1991,184,Jesse OBrien,http://stats.rleague.com/afl/stats/players/J/Jesse_OBrien.html,brisbanelions,null
83,01-09-1991,183,Claye Beams,http://stats.rleague.com/afl/stats/players/C/Claye_Beams.html,brisbanelions,Midfielder
88,29-05-1990,192,Aaron Cornelius,http://stats.rleague.com/afl/stats/players/A/Aaron_Cornelius.html,brisbanelions,Forward
98,05-07-1993,199,Sam Michael,http://stats.rleague.com/afl/stats/players/S/Sam_Michael.html,brisbanelions,Ruck
83,02-10-1993,190,Jack Crisp,http://stats.rleague.com/afl/stats/players/J/Jack_Crisp.html,brisbanelions,Midfielder
85,12-10-1992,188,Jared Polec,http://stats.rleague.com/afl/stats/players/J/Jared_Polec.html,brisbanelions,Midfielder
79,05-05-1984,182,Kade Simpson,http://stats.rleague.com/afl/stats/players/K/Kade_Simpson.html,carlton,#d6ab8a,Midfielder
89,18-05-1986,190,Andrew Walker,http://stats.rleague.com/afl/stats/players/A/Andrew_Walker.html,carlton,#d1a57f,Defender
80,19-07-1987,180,Marc Murphy,http://stats.rleague.com/afl/stats/players/M/Marc_Murphy.html,carlton,#ddb694,Midfielder
85,15-03-1989,188,Bryce Gibbs,http://stats.rleague.com/afl/stats/players/B/Bryce_Gibbs.html,carlton,#d9b192,Midfielder
84,11-03-1986,184,Brock McLean,http://stats.rleague.com/afl/stats/players/B/Brock_McLean.html,carlton,#d4ab8c,Midfielder
88,08-09-1983,189,Chris Judd,http://stats.rleague.com/afl/stats/players/C/Chris_Judd.html,carlton,#d0a67d,Midfielder
82,21-07-1980,182,Heath Scotland,http://stats.rleague.com/afl/stats/players/H/Heath_Scotland.html,carlton,#d5ac8d,Defender
86,07-06-1989,185,Mitch Robinson,http://stats.rleague.com/afl/stats/players/M/Mitch_Robinson.html,carlton,#e7c6ac,Midfielder
83,07-11-1989,182,Ed Curnow,http://stats.rleague.com/afl/stats/players/E/Ed_Curnow.html,carlton,#bd926e,Midfielder
79,22-12-1986,181,Dennis Armfield,http://stats.rleague.com/afl/stats/players/D/Dennis_Armfield.html,carlton,#cb9c73,Midfielder
95,14-12-1989,196,Lachie Henderson,http://stats.rleague.com/afl/stats/players/L/Lachie_Henderson.html,carlton,#d4a782,Defender
79,26-06-1991,188,Kane Lucas,http://stats.rleague.com/afl/stats/players/K/Kane_Lucas.html,carlton,#ca9f7b,Midfielder
91,10-12-1989,187,Zach Tuohy,http://stats.rleague.com/afl/stats/players/Z/Zach_Tuohy.html,carlton,#e0ba97,Defender
67,03-08-1989,178,Jeff Garlett,http://stats.rleague.com/afl/stats/players/J/Jeff_Garlett.html,carlton,#d9af83,Forward
96,11-06-1986,193,Michael Jamison,http://stats.rleague.com/afl/stats/players/M/Michael_Jamison.html,carlton,#d8ad84,Defender
83,19-12-1990,180,Chris Yarran,http://stats.rleague.com/afl/stats/players/C/Chris_Yarran.html,carlton,#ba8f67,Forward
78,26-11-1986,173,Eddie Betts,http://stats.rleague.com/afl/stats/players/E/Eddie_Betts.html,carlton,#c99e77,Forward
86,08-05-1991,184,Jaryd Cachia,http://stats.rleague.com/afl/stats/players/J/Jaryd_Cachia.html,carlton,#f3bc9c,Midfielder
101,13-05-1989,200,Matthew Kreuzer,http://stats.rleague.com/afl/stats/players/M/Matthew_Kreuzer.html,carlton,#e1ba9e,Ruck
84,15-12-1983,187,Andrew Carrazzo,http://stats.rleague.com/afl/stats/players/A/Andrew_Carrazzo.html,carlton,#d2a47a,Midfielder
94,04-02-1983,194,Jarrad Waite,http://stats.rleague.com/afl/stats/players/J/Jarrad_Waite.html,carlton,#dbb28d,Forward
95,13-06-1991,187,Tom Bell,http://stats.rleague.com/afl/stats/players/T/Tom_Bell.html,carlton,#dcb28f,Midfielder
103,19-01-1987,206,Robert Warnock,http://stats.rleague.com/afl/stats/players/R/Robert_Warnock.html,carlton,#e0b99c,Ruck
99,15-03-1990,198,Levi Casboult,http://stats.rleague.com/afl/stats/players/L/Levi_Casboult.html,carlton,#d6ab84,Forward
91,17-06-1988,190,Simon White,http://stats.rleague.com/afl/stats/players/S/Simon_White.html,carlton,#dbb395,Defender
96,19-11-1987,198,Sam Rowe,http://stats.rleague.com/afl/stats/players/S/Sam_Rowe.html,carlton,#e3c3ac,Forward
86,20-03-1992,191,Andrew McInnes,http://stats.rleague.com/afl/stats/players/A/Andrew_McInnes.html,carlton,#dab69b,Defender
74,22-02-1993,190,Josh Bootsma,http://stats.rleague.com/afl/stats/players/J/Josh_Bootsma.html,carlton,Defender
102,21-03-1988,201,Shaun Hampson,http://stats.rleague.com/afl/stats/players/S/Shaun_Hampson.html,carlton,#daae87,Forward
88,07-09-1984,186,Nick Duigan,http://stats.rleague.com/afl/stats/players/N/Nick_Duigan.html,carlton,#d9b28b,Defender
99,16-07-1992,195,Matthew Watson,http://stats.rleague.com/afl/stats/players/M/Matthew_Watson1.html,carlton,#e5bd9b,Defender
78,22-09-1994,187,Troy Menzel,http://stats.rleague.com/afl/stats/players/T/Troy_Menzel.html,carlton,#d3aa86,Forward
78,13-03-1989,177,David Ellard,http://stats.rleague.com/afl/stats/players/D/David_Ellard.html,carlton,#d2a982,Midfielder
78,04-07-1989,180,Aaron Joseph,http://stats.rleague.com/afl/stats/players/A/Aaron_Joseph.html,carlton,#cba27d,Defender
80,12-06-1994,182,Nick Graham,http://stats.rleague.com/afl/stats/players/N/Nick_Graham.html,carlton,Midfielder
86,06-04-1991,188,Marcus Davies,http://stats.rleague.com/afl/stats/players/M/Marcus_Davies.html,carlton,#e2bb9a,Defender
75,16-03-1993,179,Dylan Buckley,http://stats.rleague.com/afl/stats/players/D/Dylan_Buckley.html,carlton,#ddb99a,Midfielder
88,05-08-1989,189,Jeremy Laidler,http://stats.rleague.com/afl/stats/players/J/Jeremy_Laidler.html,carlton,#e2bda1,Defender
92,25-02-1984,185,Dane Swan,http://stats.rleague.com/afl/stats/players/D/Dane_Swan.html,collingwood,#cda991,Midfielder
91,07-01-1988,191,Scott Pendlebury,http://stats.rleague.com/afl/stats/players/S/Scott_Pendlebury.html,collingwood,#dfba99,Midfielder
84,02-01-1991,180,Steele Sidebottom,http://stats.rleague.com/afl/stats/players/S/Steele_Sidebottom.html,collingwood,#c8a284,Midfielder
90,15-11-1986,187,Heritier Lumumba,http://stats.rleague.com/afl/stats/players/H/Heritier_Lumumba.html,collingwood,#a27555,null
86,27-11-1985,184,Heath Shaw,http://stats.rleague.com/afl/stats/players/H/Heath_Shaw.html,collingwood,#aa7a67,Defender
81,01-10-1991,176,Josh Thomas,http://stats.rleague.com/afl/stats/players/J/Josh_Thomas.html,collingwood,#dab8a1,Midfielder
81,14-04-1990,174,Jarryd Blair,http://stats.rleague.com/afl/stats/players/J/Jarryd_Blair.html,collingwood,#caa186,Midfielder
76,29-08-1986,177,Sam Dwyer,http://stats.rleague.com/afl/stats/players/S/Sam_Dwyer.html,collingwood,#d8b29b,Midfielder
102,29-04-1989,195,Ben Reid,http://stats.rleague.com/afl/stats/players/B/Ben_Reid.html,collingwood,#e3a88c,Defender
108,05-03-1987,196,Travis Cloke,http://stats.rleague.com/afl/stats/players/T/Travis_Cloke.html,collingwood,#d2ae92,Forward
72,11-01-1992,189,Paul Seedsman,http://stats.rleague.com/afl/stats/players/P/Paul_Seedsman.html,collingwood,#cba689,Defender
92,29-02-1988,187,Brent Macaffer,http://stats.rleague.com/afl/stats/players/B/Brent_Macaffer.html,collingwood,#dab69f,Forward
83,25-05-1984,183,Luke Ball,http://stats.rleague.com/afl/stats/players/L/Luke_Ball.html,collingwood,#e2bfa9,Midfielder
93,03-06-1983,193,Nick Maxwell,http://stats.rleague.com/afl/stats/players/N/Nick_Maxwell.html,collingwood,#d2af99,Defender
81,22-07-1993,181,Marley Williams,http://stats.rleague.com/afl/stats/players/M/Marley_Williams.html,collingwood,#e4a783,Defender
103,24-01-1983,192,Quinten Lynch,http://stats.rleague.com/afl/stats/players/Q/Quinten_Lynch.html,collingwood,#d1aa90,Forward
77,21-08-1992,177,Jamie Elliott,http://stats.rleague.com/afl/stats/players/J/Jamie_Elliott1.html,collingwood,#dfc0aa,Forward
83,12-02-1990,186,Dayne Beams,http://stats.rleague.com/afl/stats/players/D/Dayne_Beams.html,collingwood,#dab39b,Midfielder
97,17-12-1988,195,Nathan Brown,http://stats.rleague.com/afl/stats/players/N/Nathan_Brown2.html,collingwood,Defender
76,01-10-1991,181,Ben Sinclair,http://stats.rleague.com/afl/stats/players/B/Ben_Sinclair.html,collingwood,#eaaf96,Forward
88,22-05-1987,193,Tyson Goldsack,http://stats.rleague.com/afl/stats/players/T/Tyson_Goldsack.html,collingwood,#d8b5a0,Forward
84,13-11-1987,181,Martin Clarke,http://stats.rleague.com/afl/stats/players/M/Martin_Clarke.html,collingwood,#d7b6a3,Defender
76,03-03-1994,174,Ben Kennedy,http://stats.rleague.com/afl/stats/players/B/Ben_Kennedy.html,collingwood,#d8b49c,Midfielder
86,06-11-1986,188,Jordan Russell,http://stats.rleague.com/afl/stats/players/J/Jordan_Russell.html,collingwood,#ddbea5,Defender
86,21-06-1987,185,Dale Thomas,http://stats.rleague.com/afl/stats/players/D/Dale_Thomas.html,collingwood,Midfielder
108,06-11-1981,200,Darren Jolly,http://stats.rleague.com/afl/stats/players/D/Darren_Jolly.html,collingwood,#d8b39a,Ruck
76,04-02-1983,176,Andrew Krakouer,http://stats.rleague.com/afl/stats/players/A/Andrew_Krakouer1.html,collingwood,Forward
105,24-02-1979,196,Ben Hudson,http://stats.rleague.com/afl/stats/players/B/Ben_Hudson.html,collingwood,Ruck
99,14-04-1990,204,Lachlan Keeffe,http://stats.rleague.com/afl/stats/players/L/Lachlan_Keeffe.html,collingwood,#e9a68f,Defender
101,15-04-1994,202,Brodie Grundy,http://stats.rleague.com/afl/stats/players/B/Brodie_Grundy.html,collingwood,#c49d85,Ruck
85,15-02-1983,184,Alan Didak,http://stats.rleague.com/afl/stats/players/A/Alan_Didak.html,collingwood,#cc947e,Forward
77,17-09-1990,178,Kyle Martin,http://stats.rleague.com/afl/stats/players/K/Kyle_Martin.html,collingwood,#d8b69b,Midfielder
113,13-09-1992,208,Jarrod Witts,http://stats.rleague.com/afl/stats/players/J/Jarrod_Witts.html,collingwood,#d5b297,Ruck
89,23-03-1987,189,Alan Toovey,http://stats.rleague.com/afl/stats/players/A/Alan_Toovey.html,collingwood,#c69f7f,Defender
84,05-04-1981,183,Ben Johnson,http://stats.rleague.com/afl/stats/players/B/Ben_Johnson.html,collingwood,Defender
80,08-06-1992,181,Alex Fasolo,http://stats.rleague.com/afl/stats/players/A/Alex_Fasolo.html,collingwood,#b89279,Forward
87,16-02-1986,189,Clinton Young,http://stats.rleague.com/afl/stats/players/C/Clinton_Young.html,collingwood,#cda686,Midfielder
89,25-02-1992,194,Jack Frost,http://stats.rleague.com/afl/stats/players/J/Jack_Frost1.html,collingwood,#dfb9a3,Defender
76,25-01-1993,184,Caolan Mooney,http://stats.rleague.com/afl/stats/players/C/Caolan_Mooney.html,collingwood,#d9ae9b,Forward
78,01-11-1992,191,Adam Oxley,http://stats.rleague.com/afl/stats/players/A/Adam_Oxley.html,collingwood,#e2bda5,Defender
93,20-05-1985,189,Brendon Goddard,http://stats.rleague.com/afl/stats/players/B/Brendon_Goddard.html,essendon,#cba486,Midfielder
84,01-05-1986,182,Brent Stanton,http://stats.rleague.com/afl/stats/players/B/Brent_Stanton.html,essendon,#d2ab85,Midfielder
94,08-02-1985,190,Jobe Watson,http://stats.rleague.com/afl/stats/players/J/Jobe_Watson.html,essendon,#cfaa8a,Midfielder
86,03-01-1990,186,Michael Hibberd,http://stats.rleague.com/afl/stats/players/M/Michael_Hibberd.html,essendon,#dbb697,Defender
79,21-02-1990,182,David Zaharakis,http://stats.rleague.com/afl/stats/players/D/David_Zaharakis.html,essendon,#cba787,Midfielder
81,14-05-1992,189,Dyson Heppell,http://stats.rleague.com/afl/stats/players/D/Dyson_Heppell.html,essendon,#c8a07e,Midfielder
78,29-08-1991,185,Jake Melksham,http://stats.rleague.com/afl/stats/players/J/Jake_Melksham.html,essendon,#dcb598,Midfielder
97,13-10-1988,196,Cale Hooker,http://stats.rleague.com/afl/stats/players/C/Cale_Hooker.html,essendon,#cca786,Defender
88,30-06-1989,191,David Myers,http://stats.rleague.com/afl/stats/players/D/David_Myers.html,essendon,#cfad93,Midfielder
83,21-05-1987,180,Mark Baguley,http://stats.rleague.com/afl/stats/players/M/Mark_Baguley.html,essendon,#d0a984,Defender
92,01-10-1991,198,Jake Carlisle,http://stats.rleague.com/afl/stats/players/J/Jake_Carlisle.html,essendon,#dab89b,Defender
78,21-10-1988,180,Ben Howlett,http://stats.rleague.com/afl/stats/players/B/Ben_Howlett.html,essendon,#dbb799,Midfielder
87,27-12-1987,184,Heath Hocking,http://stats.rleague.com/afl/stats/players/H/Heath_Hocking.html,essendon,#c89f7c,Midfielder
80,28-08-1987,185,Courtenay Dempsey,http://stats.rleague.com/afl/stats/players/C/Courtenay_Dempsey.html,essendon,#c19670,Defender
92,14-03-1988,196,Patrick Ryder,http://stats.rleague.com/afl/stats/players/P/Patrick_Ryder.html,essendon,#b58e6d,Ruck
78,28-09-1990,184,Nick Kommer,http://stats.rleague.com/afl/stats/players/N/Nick_Kommer.html,essendon,#e2c0a7,Midfielder
95,10-08-1988,190,Stewart Crameri,http://stats.rleague.com/afl/stats/players/S/Stewart_Crameri.html,essendon,#caa482,Forward
